id,Text1,Text2,Class
24755,"Kids riding on a bike , laughing.",Kid are having fun.,Duplicate
24756,A small child grips onto the red ropes at the playground.,A little boy is playing on the ropes near the slides at the playground.,Neutral
24757,Blond woman driving a red bicycle carriage holds the tip of her hat and poses for the camera with a customer seated in the back.,The woman is reading her book at the restaurant.,Conflict
24758,A man is standing with his eyes closed and smoking a cigarette.,he is n't watching anything,Duplicate
24759,A kid is in the ready position under a building and behind an archway.,A child is standing under a building.,Duplicate
24760,A group of people are walking barefoot in a poor village.,Everyone is wearing expensive shoes.,Conflict
24761,A group of young people and adults are fishing along a riverbank.,A group of people are jumping in the pond.,Conflict
24762,"A little boy is sitting in a car seat , in the bathtub.",a little boy is sitting on sponge,Neutral
24763,A little boy in a gray shirt stands between two seated women.,Two people are sitting down.,Duplicate
24764,A woman on a cellphone is sitting in a chair.,A woman on a phone is sitting in a chair.,Duplicate
24765,A woman cooks on the stove in her kitchen as her dog begs below.,A women is cooking chicken for herself and her dog.,Neutral
24766,"Two men and a woman sitting at a table , one man in the middle has his mouth open getting ready to cover it.",The man is about to yawn.,Neutral
24767,Two people looking a piece of paper standing on concrete.,A couple of people are examining a piece of paper.,Duplicate
24768,A young woman in a white shirt and black pants holding a top hat entertaining some people sitting at a table the mime is working.,A young woman in a white shirt and black pants holding a top hat entertaining some people sitting at a table A woman is juggling at the table.,Neutral
24769,A small girl draws colors inside a book with crayons.,A small girl is using markers.,Conflict
24770,A small image used to signify a broken web image link.,A tiny image used as a symbol for a broken image link.,Duplicate
24771,A man wearing sunglasses stands before a forested landscape.,The man is also wearing a hat.,Neutral
24772,"Two men in belt harnesses are working on a construction project , though only one wears his hard hat.",The men are working outdoors,Duplicate
24773,A blue buggy is driving across the sand dunes.,a cart driving,Conflict
24774,Man setting up camp after canoeing.,A man is making a ship in a bottle.,Conflict
24775,a woman discusses something with a older man at a table outside a restaurant.,two people discussing,Duplicate
24776,A white dog catching a soccer ball midair.,The white dog is sleeping,Conflict
24777,The software testing tool executes test cases to validate software functionality and ensure product quality.,The software is being developed without considering scalability.,Conflict
24778,Two kids are dressed up and playing in the water.,A couple of children learning to throw darts in a bar with their father.,Conflict
24779,"3 people -LRB- 2 male 1 female -RRB- are replacing the wood chips at a playground , using wheelbarrows.",3 people are helping out the community and its children,Neutral
24780,"Three people , all wearing peasant day outfits and a man bowing to the lady in the red dress.",The people are visiting a zoo.,Conflict
24781,People walking around a dirt covered lot with a white and green truck parked at opposite sides.,The people are running down the street.,Conflict
24782,A boy in a green shirt and jeans holding a plastic bat trying to hit a paper blue race car that is hanging from a string.,A human with a bat.,Duplicate
24783,Children playing in water looking at a giant picture of a person 's face.,The child is being fed lunch by her mother at the kitchen table,Conflict
24784,A man dressed in black and a woman in red dancing outside.,A man and woman go to a movie.,Conflict
24785,Three men work on a railroad line.,Some under railroad work,Neutral
24786,An Asian couple is walking through a store.,The couple is looking for groceries.,Neutral
24787,A woman in a black dress is pushing a cart with thermos down a paved walkway.,A cart is pushed down a walkway.,Duplicate
24788,A woman is dancing in front of a shrub.,A woman is dancing on a stage in front of a display of shrubs.,Neutral
24789,Two men talk in a restaurant kitchen.,The men are waiters.,Neutral
24790,A city street with transit buses and a crowd of people waiting to board the bus.,People wait outside in a busy downtown area.,Duplicate
24791,A sleepy mother tries to keep up with her kid.,The father wrestles with the child.,Conflict
24792,Man painting a picture of a woman.,The man is painting a picture of a young woman.,Neutral
24793,The people are eating by a teal colored wall.,There 's a group of people chasing a purse thief down a street.,Conflict
24794,A woman in a green shirt walks down a sidewalk.,A woman runs from the police.,Conflict
24795,An elderly man wearing a straw hat is sitting in a chair.,A man is in a chair.,Duplicate
24796,A young girl is playing with a toy octopus in front of her Christmas tree.,No one has a toy octopus.,Conflict
24797,The man on the yellow basketball team tries to score while the men on the opposing team try to block his shot.,The yellow team is winning.,Neutral
24798,A man working with cement in construction.,The man is a construction worker.,Duplicate
24799,"Two men , one dressed in blue shirt and pants and one dressed in purple shirt and black pants are creating pottery.",Some girls are sewing.,Conflict
24800,A man in dark glasses holds a cello.,A man holds a cello.,Duplicate
24801,"A woman in a market gestures to a hat , while a child reaches for the hat.",A woman is at the doctors office with her son.,Conflict
24802,A man skis down a snowy hill.,A man wearing blue is sking down a hill.,Neutral
24803,"A woman and a child sit together in a door frame along a gray sidewalk , as a man and two women walk past.",The woman and the child were standing around by the door frame.,Conflict
24804,A child walks outside as leaves fall.,There is a person in this picture,Duplicate
24805,"Three Asian women are standing together smiling , the one with red-hair is holding up the peace sign with her fingers.",The three Asian women are sisters.,Neutral
24806,An old woman is sitting in a chair on a sidewalk with her foot up on a walker.,The lady on the chair has her foot up on the walker while smoking weed.,Neutral
24807,A little boy jumping in the water.,A boy is jumping in his swimming pool.,Neutral
24808,Five men in blue jeans are sitting on a picnic table with trees in the background.,These men eat lunch at a rest stop along the highway.,Neutral
24809,"Riding a red motorcycle , with appropriate equipment.",The motorcyclist is wearing a helmet.,Duplicate
24810,One person is playing a harp and another is on a horn at a festival.,People are playing drums.,Conflict
24811,"A crane , wings outstreached , above the ocean.",A crane is flying above the ocean.,Duplicate
24812,Two hikers resting by a patch of snow.,Two people are outdoors.,Duplicate
24813,A child in a green shirt balancing on a red rope while holding two white ropes.,A child is balanced on a metal bar with metal strips next to him.,Conflict
24814,"In the desert on a cloudy day , a long camel caravan makes several curves away from the camera , the last camel passing a sign along side the trail.",Camels in a forest.,Conflict
24815,Two people are standing inside of a market.,Two people in a market.,Duplicate
24816,A man and a woman walk through the street during a parade.,People walking down the street in a parade,Duplicate
24817,A man riding a horse attempts to lasso livestock in a pen.,There is a pen with livestock in it.,Duplicate
24818,A little girl jumped with her arms stretched out in front of her.,The girl is little.,Duplicate
24819,a boy swimming in a pool with goggles on Boy swimming in his private pool.,a boy swimming in a pool with goggles on There is water in the pool.,Neutral
24820,"A young man with short , dark hair in a white shirt and blue striped tie stands at a podium.",A young man is wearing a white shirt.,Duplicate
24821,A woman dressed in black is silhouetted against a cloud darkened sky.,A woman in black stands outside at night waiting for a train.,Neutral
24822,"A brunette female , wearing polka dot pants , talking on her cellphone , while a blond female child in pink shirt and red pants , dances.",A woman is wearing a skirt.,Conflict
24823,"A large group of people fill the picture , which is taken from above.",The picture is taken from a balcony,Neutral
24824,An overweight elderly woman is waiting in line behind a man with a shaved head with a gray shirt and black pants and there is a man looking through a newspaper on a stand that says Echo in the background.,A thin young woman waits in line.,Conflict
24825,"An individual snowboarding , who is dressed in red and black attire which suits the snowy conditions surrounding this person.",A man in winter attire snowboards down the slope.,Neutral
24826,A person standing on a ciff looking down at plains and trees.,A person sits on a cliff to eat lunch.,Conflict
24827,Fruits stationed by a dusty old window.,The window is dirty.,Duplicate
24828,A person wearing yellow headphones shoots a gun at a target.,A person is target practicing.,Duplicate
24829,A woman carrying a bag with a little girl in a pink dress walking behind her and a man in a blue shirt walking towards her.,A woman is sitting by herself.,Conflict
24830,Woman swinging above water while holding a vine.,The woman is swinging above water.,Duplicate
24831,Two girls are going after the birds.,Two boys are chasing birds.,Conflict
24832,The antivirus software blocks malicious websites to prevent phishing attacks and protect user data.,The software is being developed without considering cross-platform compatibility.,Conflict
24833,A man is sitting on a chair outside.,The man stands on the back porch of his house.,Conflict
24834,"A UH football player , # 15 , stands near the edge of the field ready to throw the ball while his teammate blocks an opponent.",A football player awaits eagerly to join the game.,Neutral
24835,Young boy is buried in the sand.,A little girl flying a kite.,Conflict
24836,A man who is playing electric guitar in front of a backdrop with planes.,A guitarist performing in concert.,Duplicate
24837,Young women in a classroom using a microscope.,Young women in a classroom looking at bacteria through a microscope.,Neutral
24838,Three people are sleeping in a mass-transit vehicle.,The people are playing cards in the train.,Conflict
24839,A happy couple sitting together.,They are not lovers.,Conflict
24840,A colored boy kicks a ball while two other boys watch.,The kids are going fishing,Conflict
24841,A child is sweeping outside of a building.,The woman swept inside the building.,Conflict
24842,The girl in a bright pink skirt dances near a stroller.,A pink girl is pushing a bright red stroller.,Conflict
24843,Two men playing hockey on the ice.,The game is badminton,Conflict
24844,Two women are standing and one of them is smoking.,two people are standing,Duplicate
24845,Three girls walking down the street while the one in the middle bounces a black basketball.,The students are eating inside the cafeteria.,Conflict
24846,Woman in a blue headband is leaning on an orange Ford Mustang.,A woman in blue headband is leaning on orange Ford Mustang for a picture.,Neutral
24847,Three people are smiling while having food and drinks.,Three friends are laughing and telling jokes while eating lunch at work.,Neutral
24848,A young skateboarder on a ramp.,A girl is learning how to skateboard,Neutral
24849,The onlooking crowd cheers on a person who is showing off his moves on the floor.,One person cheers.,Conflict
24850,A professional dirt biker doing stunts while being videotaped.,The professional dirt biker is being filmed sitting next to his bike..,Conflict
24851,A man is sitting between two other men on a subway while reading a magazine.,A man is sitting between two women on a bus.,Conflict
24852,A boy wearing a white shirt that says `` Make Some Noise '' is eating food off of a fork and making a funny face with his head tilted to the side.,The boy is eating a making a funny face.,Duplicate
24853,A group of men in navy uniforms saluting each other.,There is a group of men.,Duplicate
24854,a Boy is swinging a baseball bat.,A boy is about to strike for the third time.,Neutral
24855,Young kid is climbing a pole.,The child is looking at the pole.,Neutral
24856,A man is dressed up in a black polka dotted hat and cape.,A man is wearing a black polka dotted hat and cape.,Duplicate
24857,A man biking on a roadway with green lawns on both sides along with trees on the right side.,The men are tired.,Neutral
24858,A motorcycle parked in a parking space next to a road by a hill.,The motorcycle is red.,Neutral
24859,Giant clear bears sit in the street in new york city.,Five clear bears sit on the sidewalk in Boston.,Conflict
24860,People in a bar drinking.,People are watching a football game on TV.,Neutral
24861,Two girls holding up a dress at an event.,Two kids are together.,Duplicate
24862,"A young girl with long brown hair , white shorts , pink shirt and pink shoes swings on a swing set at sundown.",girl at park,Neutral
24863,"A football player is pursuing the opposing teams quarterback , who is about to throw the ball.",The quarterback gets sacked,Neutral
24864,People dressed in colorful Mardis Gras outfits pose very suggestively for the camera.,They are remembering September 11th.,Conflict
24865,a guy in a white shirt is sitting between a table and a full suitcase.,a man is traveling,Neutral
24866,Women stand on the street.,A few women stand in the middle of the road to hold up traffic.,Neutral
24867,three women wearing bright colored dresses hold hands.,Three women are holding hands.,Duplicate
24868,"A woman in a black shirt , jean shorts and white tennis shoes is bowling.",A short woman bowls.,Neutral
24869,"In , what citizens of the United States know as soccer , many hours of practice are required of the players.",in the united states to play soccer you do n't need to practice much,Conflict
24870,Two guys in a kitchen cooking sausage.,Two chiefs work together to prepare a sausage dish for hungry clients.,Neutral
24871,A little boy running in a pattern created by stones embedded in earth.,A girl is running.,Conflict
24872,A man wearing shorts and a T-shirt sits on the blue chair at the laundry mat.,The man is at the pizza joint.,Conflict
24873,A dog next to pine tree biting on a bucket.,A dog next to pine tree has a bucket on over his head.,Conflict
24874,A man dressed in armor is kicking another man who is laying on the ground.,A man kicks another man on the ground.,Duplicate
24875,"A man wearing glasses , a white shirt and tie , and slacks stands by a bed that has white pillows on it.",A man in a white suit is holding a bouquet of roses next to a white bed.,Neutral
24876,Two men are sitting at a table outside a coffee shop.,Two men are fighting outside a bar.,Conflict
24877,4 rock musicians rocking it out at a club.,A band is playing their song.,Duplicate
24878,A man with a purple tie is singing into a microphone.,A man signing autographs for fans.,Conflict
24879,"A pro cyclist in blue , yellow and white biking clothes.",A pro cyclist is trying to represent his team,Neutral
24880,"Two men , one standing with a marshmallow on a stick , and the other sitting by the fire.",The campers are roasting marshmallows.,Neutral
24881,Blond woman laughing with her friend on the street.,A lady is outside with another person.,Duplicate
24882,Three women leave Ikea with goods on carts.,Three women leaving the furniture store.,Duplicate
24883,A man walks on the beach while carrying his shoes.,A man is outside.,Duplicate
24884,A woman bowling at a bowling alley.,The woman is throwing a ball.,Duplicate
24885,"A young woman in jeans stands on a window ledge , cleaning a window.",A woman is browsing at a clothes store.,Conflict
24886,The boy in gray is taking pictures of his friend in the striped sweatshirt doing tricks on his skateboard.,A boy takes photos of his brother trying new tricks on his new skateboard.,Neutral
24887,Two ballerinas are mirroring two other ballerinas as they perform in front of a black background.,The four-man cage fight featured two-man wrestler teams in a tag-team fight to the death.,Conflict
24888,A man holding a little girl hand bends over and points something to her.,A man holding his daughter points something out to her.,Neutral
24889,A brown dog biting a black dog on a sidewalk.,A big dog bites a smaller dog..,Neutral
24890,A skilled worker tossing dough to make the perfect tomato pies.,A worker is going to put pepperoni in the tomato pie dough.,Neutral
24891,A man wearing a brown t-shirt is talking to a woman wearing a flowered tank top at an outdoor music concert.,This picture shows people at a concert.,Duplicate
24892,"A man and a woman are seen through the fence seated at a table , staring into each other 's eyes.",A couple seated at a table look at each other.,Duplicate
24893,"A young girl stands behind sever knick-knacks , such as dolls , a statue of jesus , and a statue of the virgin mary , outdoors.","A young female is standing behind a bunch of knick-knacks , like toys and religious artifacts , outside..",Duplicate
24894,Two people are sitting in a sailboat on the ocean as another person fishes from the same boat.,Three people are sitting in a car.,Conflict
24895,The girl in the white dress is going down the blue slide.,The girl in the blue dress is jumping rope..,Conflict
24896,A young boy meets a pirate.,A funny human.,Neutral
24897,A blond woman and three young children ride a tandem bicycle.,They are on a boat.,Conflict
24898,A black dog carries a tree branch through the woods.,A dog is playing in woods.,Conflict
24899,"A person emerges from a pool of water , the water cascading from their hair.","A person engulfs themselves in fire , burning all their hair.",Conflict
24900,A boy is pushing a sledge through the snow at night.,the kid pushes the sledge through the snow on a friday,Neutral
24901,"A woman in a blue shirt is laughing with a woman in a black shirt outside , as people are sitting and standing all around them.",A female in a blue shirt and a female in a black shirt are among a crowd of people outside.,Duplicate
24902,A man is raised up on his hands on a blue platform.,Thn man is not raised up,Conflict
24903,A person with a scarf over their head and a boy in a black t-shirt looking at what appear to be olives in a pile on a tarp on the ground.,the person is a woman,Neutral
24904,A man is tossing an onion in the air in the kitchen.,he is getting ready to cook is favorite meal,Neutral
24905,Two boys crossing a street with a red ball.,Two boys are crossing the street with a soccer ball.,Neutral
24906,"Three children standing on a podium , awaiting an award.",The kids are receiving recognition for academic excellence.,Neutral
24907,"A woman wearing a short skirt , yellow top , and denim jacket stands in front of a brick building covered with worn out signs.",A woman in a wedding gown stands in front of a chapel.,Conflict
24908,Many people are standing or sitting on the beach on a sunny day.,The people are getting ready to go swim.,Neutral
24909,"Two guys in front of a souvenir shop , with one guy in a red scarf talking on the phone.","Two men stand in front of a souvenir shop , one in a red scarf talks to the other on the phone",Conflict
24910,"Two professional baseball players during a game , one more in the background.",Some guys are playing baseball.,Duplicate
24911,A woman walks down the sidewalk.,a man walks down the street,Conflict
24912,A man on a busy street.,Someone is walking through an empty street.,Conflict
24913,A laughing girl holding a bucket splashes in the ocean.,A girl swims with her friends near the rocks..,Neutral
24914,Two men staring into space.,The men are looking up at the sky.,Duplicate
24915,Two girls on tricycles are riding around a concrete area that resembles part of a maze.,Two people are outside,Duplicate
24916,A large football player in a red uniform.,Baseball player swinging a bat.,Conflict
24917,"A little girl sitting on a bench is eating ice cream from a cup , with a red spoon in her right hand.",A girl is eating a bowl of cereal on a bench.,Conflict
24918,A middle-aged man on a yellow motor scooter crosses the street.,A man is riding both scooter and a bike.,Conflict
24919,The software engineer utilizes version control systems to manage code repositories and track code changes.,The software is being tracked for code modification.,Conflict
24920,A woman is taking a picture of a boy dressed up like a gladiator.,A woman is taking a picture of a girl dressed as Wonder Woman.,Conflict
24921,A counter person looks on at a food court.,The lady is walking down the street.,Conflict
24922,Two guys with snowshoes making their way through the woods.,The men are hiking outside.,Neutral
24923,Two women sitting at a table enjoying the sun.,Two women sitting at a table near a window during daytime.,Duplicate
24924,A man in a red robe sweeps a large area.,A woman is running around a large area,Conflict
24925,A woman in an orange dress is walking down the street.,The woman is in a hurry,Neutral
24926,A black dog is walking through a stream.,A black dog is walking..,Duplicate
24927,The girl in blue jeans and white shirt is balancing on one leg.,The girl is a gymnast.,Neutral
24928,A bunch of friends sharing a drink and looking at something.,The friends share a beer and look at old pictures.,Neutral
24929,A man stands holding a string instrument.,The man is holding the instrument for someone.,Neutral
24930,A man in a yellow shirt and blue pants balances himself on a log behind another man in a light blue shirt and shorts that are light blue and yellow that is also balancing himself.,The men are competing to see who falls first.,Neutral
24931,Beach goers look at a heart left in the sky by a sky writer.,An airplane makes a heart as people watch.,Neutral
24932,There is a dance floor filled with people dancing.,A crowd marches together.,Conflict
24933,a black and white dog is jumping fences in a dog show.,The dog can move.,Duplicate
24934,A woman in all white is standing with her shopping bags in front of a banner of pink and purple flowers.,A woman wearing all white goes shopping.,Duplicate
24935,Man sitting on a red rock.,Man on a rock.,Duplicate
24936,Men playing ice hockey and one has just fallen.,Men playing ice hockey and one seems upset because he had just fallen.,Neutral
24937,The man is welding the iron.,Someone is welding in the picture.,Duplicate
24938,A guy on the motorcycle.,a person on a motorized vehecle,Duplicate
24939,Two people and a dog are in the snow.,Two people are playing with thier dog in the snow.,Neutral
24940,A girl sits and laughs while in a kiddie pool.,the girl is sleeping,Conflict
24941,A brown and black dog runs through the leaves.,A man complains about the meal at a restaurant.,Conflict
24942,A baby girl in a light blue and pink dress leaning on a stone platform outdoors.,The baby looks up at the camera.,Neutral
24943,A dog playing in the grass.,A pooch sniffs the food in his dish.,Conflict
24944,A man dives towards the water.,A man is jumping off the diving board.,Neutral
24945,Two young ladies in green boots are walking through an urban area while an older lady wearing black shoes follows them.,An older woman follows two girls,Duplicate
24946,"A young Asian girl dressed in red , white , and black sitting on a bench on a deck by water.",The girl is swimming in the water.,Conflict
24947,Three people are kayaking and two have crashed into each other.,Two people crashed into each other in a kayaking competition.,Neutral
24948,"An Asian woman is walking in street , dressed up in green high heels.",An asian woman makes her way to the restaurant where she is meeting her blind date.,Neutral
24949,An author signs a copy of a book for a fan.,The author has no face.,Conflict
24950,A shirtless man texting on a unique bench.,The man sends his friend a text to bring him a shirt to wear.,Neutral
24951,A woman looks on as a young child plays with sunglasses in a window.,A child playing with sunglasses as a woman watches,Duplicate
24952,A girl posing next to a big statue with a big nose.,the boy was listening to music,Conflict
24953,Dark nightclub with chairs.,A nightclub with seating.,Duplicate
24954,"Band students performing at an outdoor concert , with tents and audience in the background.",A band is performing by itself.,Conflict
24955,A couple are kissing and smiling together.,A couple are together.,Duplicate
24956,A man wearing a white hat is on a red ATV driving on the dirt.,There is a man in a park.,Neutral
24957,A man and a child are standing outside.,A man and child are outside,Duplicate
24958,A man in a blue shirt driving a Segway type vehicle.,A man in blue jeans is driving down a street.,Neutral
24959,Two men are waiting on the street corner though it is raining.,Two men wait for a drug deal outside in the rain.,Neutral
24960,A boy in a dark shirt is reading a book while sitting on a piano bench.,The boy is sitting on the couch.,Conflict
24961,"A man in a dance studio holds the hand of a boy , teaching him to dance.",A man and boy eat dinner together.,Conflict
24962,A woman in a quilted skirt is selling kettle korn.,A woman resting on a bench.,Conflict
24963,Workers in a kitchen at a restaurant are visible through a storefront window.,Workers can be seen inside.,Duplicate
24964,There are lots of people sitting down and walking around on concrete.,There are not many people sitting down and walking around on concrete.,Conflict
24965,A man is standing in front of a small red object that looks like a plane.,There is a man in the foreground.,Duplicate
24966,A Oklahoma Sooners football player wearing his jersey number 28.,The Oklahoma Sooners were disbanded two years ago.,Conflict
24967,"A red-sleeved man has thrown down , in a sparring manner , a gentleman with blue sleeves.",Two men settling a score.,Duplicate
24968,Young man performing bicycle trick on loading dock near dumpsters.,A bicyclist does a wheelie by the loading dock.,Neutral
24969,Several Asian people are on a train.,A group of Jewish people are riding the bus.,Conflict
24970,A raiders player dodging the tackle of a dolphins player.,Two professional football players.,Duplicate
24971,A young male surfing.,A young man is skateboarding.,Conflict
24972,A busy street corner with lots of people and a man getting his head shaved.,A man lost a bet.,Neutral
24973,A man in a white t-shirt addresses a crowd.,A man in a blue shirt talks to himself.,Conflict
24974,A woman in a flowing blue robe with a white wave pattern is dancing in front of a large brick building with other dancers similarly attired in the background.,Dancers in red and yellow are sitting in the grass stretching,Conflict
24975,Eight people are standing behind each other with arms stretched out to look like a tree.,A bunch of kids acting like trees on stage.,Neutral
24976,There are people in an open space and there is a boy in a black t-shirt with the word `` Qualified '' on the back.,A father and son are looking out into the open canyon.,Neutral
24977,"An underwater photographer swims under the beautiful sea , yet above the white sand in the clear water with a large camera as she takes photo 's from underneath the water.",The photographer swims in the ocean,Duplicate
24978,A colorful bird and a brown and white dog.,The dog is red.,Conflict
24979,A girl with a pink striped shirt is walking up a set of stone stairs.,The stairs the girl is walking up are stone,Neutral
24980,A man wearing glasses and a striped shirt is eating at a bar with a blond woman in a red tank top.,The couple at the bar were playing darts at the bar.,Conflict
24981,A little boy playing on gymnastics equipment.,Little boy practicing,Duplicate
24982,A man with a weird bike watches a policeman and some skateboarders.,The policeman is arresting the skateboarders.,Neutral
24983,A dog runs through muddy water.,A dog is chasing a ball.,Neutral
24984,A man is skating down a set of stairs.,skater has good balance,Neutral
24985,"Two men , one with a blue bag & one with glasses , chatting with a young woman with a backpack at a gathering with other men & women.",Two men chat with a woman at a gathering.,Duplicate
24986,A motorcycle goes by a crowd with its rear wheel in the air.,It 's a woman,Neutral
24987,A climber with a backpack accends a snow covered mountain.,A boy is rolling down a hill.,Conflict
24988,"Three elderly women , two with canes , walk through a parking lot.",the women are walking,Duplicate
24989,A man with gray hair and a plaid shirt looks out over a balcony.,there is a combination of gray hairs and plaid shirts,Conflict
24990,"Two people , one standing and one sitting , look at the camera , as they are situated around a campsite fire.",the people are roasting marshmallows,Neutral
24991,A woman wearing an Adidas tank top is running in front of a crowd.,The woman has no body or soul.,Conflict
24992,Black dog jumping into the air to catch a toy in the snow.,The dog is jumping to catch a frisbee.,Neutral
24993,2 old poor dark-skinned men sitting on a bench.,The men are incredibly rich.,Conflict
24994,A child is sledding on a red sled.,The child is playing in the snow..,Neutral
24995,Two women sitting on a bench eating vanilla ice cream.,Two women are eating.,Duplicate
24996,A group of people playing a board game.,A group of people hanging out.,Duplicate
24997,A Man riding his bike to work.,man sailing boat,Conflict
24998,A young man is rollerblading while grinding on an arched rail.,A young man skateboards at the park.,Conflict
24999,The little girl smiles at the camera with her eyes closed.,A little girl smiles.,Duplicate
25000,People on ATVs and dirt bikes are traveling along a worn path in a field surrounded by trees.,The people are outside.,Duplicate
25001,A young baseball player is pointing a finger in the face of a player on the other team.,Baseball is being played.,Duplicate
25002,Blond girl looking down the grating on the road.,A boy is running downhill.,Conflict
25003,Two men are having a conversation with a woman.,Three men are talking to a woman.,Conflict
25004,An adult is braiding the hair of a young schoolgirl who sitting in a wooden chair in front of a tent with a baby in her lap.,A tall person is braiding hair.,Neutral
25005,Here is a picture of a man dressed in clothing form the 1800 's and looks a lot like George Washington.,A man is wearing George Washington-esque clothing.,Duplicate
25006,A woman in an SUV looks to be crying as a fatherly figure places his hand on her cheek for reassurance.,The woman is playing in the park with her children.,Conflict
25007,A man in an orange vest leans over the rails of a railroad track.,A man in an orange vest is directing train traffic.,Neutral
25008,a dog chases another dog.,The dog is looking at the other dog.,Conflict
25009,"Two guys , on in a maroon sweater , the other in a light blue , are shirt sitting around playing video games.",Two guys are playing video games.,Duplicate
25010,A children with a helmet riding his bicycle.,Someone is outside.,Neutral
25011,A woman taking a picture of a giant bubble floating in the air.,A person is taking a picture.,Duplicate
25012,A row of old fashion wagons being pulled by cattle.,Wagons being pulled,Duplicate
25013,Two young boys play on a merry-go-round at the park.,The mother 's watch as their children play at the park.,Neutral
25014,"A man relaxes lying down on the grass at a park area , between two trees , facing a small lake , with buildings and cars visible across the lake.",monkey eats orange,Conflict
25015,A little School boy in white shirt standing at the lime soda cart giving pose to the photographer.,The School boy is standing.,Duplicate
25016,Men prepare to fish off a busy city pier.,guys getting ready to go fishing,Duplicate
25017,Two kids and a woman enjoys a fire hydrant splash.,Two kids and a woman are having fun.,Neutral
25018,"Man in black pants and vest balances between to pillars , holding two flaming torches in his right hand.",A woman is carrying two sticks.,Conflict
25019,Four members of a band are performing on stage.,They are packing up to head overseas on tour.,Conflict
25020,A woman with long hair holds the hand of small girl in one piece blue bathing suit while they run among other children on flooded pavement.,The woman is testifying in the courtroom.,Conflict
25021,A large crowd sitting at tables inside a large tent.,The people are having talk in a tent.,Neutral
25022,Two spectators are adorn with Mickey Mouse ears while looking back at an angle from a stadium.,Two onlookers wearing mickey mouse ears try to see the stadium.,Duplicate
25023,A man with a beard and a navy blue backwards baseball cap stares intently at something in the distance.,A person is concentrating on something far away.,Duplicate
25024,A person is swimming underwater in a pool.,The swimmer is trying to get something from the bottom of the pool.,Neutral
25025,a woman discusses something with a older man at a table outside a restaurant.,the people are related,Neutral
25026,The boy is jumping in the air.,A boy jumping up into the air.,Duplicate
25027,A motorcycle racer in red and yellow leathers is riding a red and white Ducati sport bike and leaned over in a right hand turn on a track.,A racer hunches over his bike as he takes the turn.,Duplicate
25028,a young man walks through a puddle outside with a blue three wheeler bike is parked in the same puddle.,The blue three wheeler is flying.,Conflict
25029,man with gray shirt looking at city map and another man to his left wearing a red shirt while taking a digital photograph.,man looking at city map and another man to his left wearing a red shirt snapping pictures.,Neutral
25030,a blond man jumping through the air over the ocean A man jumping through the air..,A man gets air time on his wakeboard.,Duplicate
25031,A black woman wearing a blue hat and white t-shirt is standing at a snow cone stand.,A woman is at the snow cone stand.,Duplicate
25032,A woman sitting outside in the sun with a jacket over her head and a rainbow umbrella next to her.,A woman is sitting outside with a jacket on her head next to an umbrella.,Duplicate
25033,The cat is looking out of a window situated above ground level in a building.,A cat looks out a window.,Duplicate
25034,A police officer stands between dragons in a Chinese New Year celebration.,Dragons attack police officer at new year celebration,Conflict
25035,Many people congregate at a crowded street corner outside of a large building.,Many humans were outside.,Duplicate
25036,An older woman dressed in pink with a black fanny pack is outside with some trees and an interesting architectural design next to her.,an elderly woman outside near some trees and an interesting architectural design.,Duplicate
25037,Two cooks in the kitchen cooking.,Three cooks in the kitchen cooking.,Conflict
25038,A boy in a bathing suit serves a volleyball.,A boy in a swim suit is surfing on the waves.,Conflict
25039,Monkey walking on a telephone wire in front of a sign that says friends cycle.,The monkey is napping on the ground.,Conflict
25040,"Male in green plaid shirt and name tag , holding a microphone with right thumb in his blue jean 's pocket.",The man is wearing a green plaid shirt.,Duplicate
25041,A group of people are enjoying themselves at a table.,the table is made of cherry,Neutral
25042,"three weirdly dressed men , playing in some form of musical fiasco.",Three plainly dressed people are standing.,Conflict
25043,Woman with camera is throwing a Frisbee for her brown dog to catch.,A woman throws a Frisbee to her dog named Smuckers.,Neutral
25044,Lady with a green mask at the dentist and she just look very unhappy.,A lady is wearing a mask at the dentist in the waiting room looking unhappy,Neutral
25045,Three kids ride their tricycles down the street.,Few kids riding their tricycles on the street,Duplicate
25046,A chef in a blue hat bends over in front of people while they are eating.,The chef is talking.,Neutral
25047,A man on a bicycle rides past a bright blue door.,The man is bicycling.,Duplicate
25048,A woman in a blue tank top is sitting at a table.,The woman is seated at the table waiting for the server to bring her lunch,Neutral
25049,A young girl going home on a bicycle after having lunch with her school mate in a nearby restaurant.,A girl rides her bike to the library before going home from a luch date with her friend..,Neutral
25050,An old man on a bicycle riding along a wooded country road with sun filtering through the treetops.,An old man is driving a car.,Conflict
25051,A woman wearing a black shirt is eating.,A girl is eating breakfast at the diner.,Neutral
25052,A young girl is hugging someone dressed in a Stitch outfit.,A girl is sleeping,Conflict
25053,"In this photo , it looks like a little boy is jumping into something.",This picture shows a little boy sleeping.,Conflict
25054,Speed ball paintball team starting the first round.,paintball team preparing for a win,Neutral
25055,A girl dressed as a devil stands in front of a lighted object on a city street.,a girl is dressed like the devil on halloween,Neutral
25056,A man lights a cigarette on a loading dock near a dumpster.,The man is stressed out and smoking outside.,Neutral
25057,A man in military gear is leaning against a wall which seems to have a stand of many fabrics on it.,A military man is leaning on a wall.,Neutral
25058,A young child in a green shirt and a fisherman type hat near the water playing with a blue and white ball.,A child has a blue shirt,Conflict
